user_id,gender,age,salary,family_members,insurance_appeal
285,true,23,50700,0,0
286,false,43,36200,2,1
287,false,39,36000,0,0
288,false,27,41900,1,0
289,false,34,49400,1,0
290,true,26,52500,0,0
291,true,22,27900,0,0
292,false,27,31200,0,0
293,false,32,47200,1,0
294,false,23,48800,2,0
295,true,26,40100,2,0
296,false,23,33300,2,0
297,true,26,40600,4,0
298,true,19,55100,0,0
299,false,20,48200,1,0
300,false,39,43500,3,0
301,false,44,47900,2,1
302,true,23,27300,1,0
303,false,29,42500,1,0
304,true,28,36900,1,0
305,false,20,48000,2,0
306,true,27,47500,3,0
307,false,25,35500,0,0
308,true,37,33700,4,0
309,true,25,44600,1,0
310,false,29,35000,1,0
311,false,36,29000,0,0
312,true,42,43900,1,1
313,true,33,43700,2,0
314,false,25,32700,1,0
315,false,25,41000,2,0
316,false,34,40000,1,0
317,true,37,22000,2,0
318,false,20,39800,2,0
319,false,41,38400,1,0
320,true,23,33100,0,0
321,false,36,40300,5,0
322,false,23,35200,1,0
323,true,24,44600,1,0
324,false,20,52000,1,0
325,true,35,42500,0,0
326,false,30,47900,4,0
327,true,46,36300,0,1
328,false,29,47900,2,0
329,false,44,49800,1,1
330,false,42,39500,2,0
331,true,36,40100,2,0
332,false,32,40800,0,0
333,true,24,39700,1,0
334,false,32,25600,1,0
335,false,43,43700,3,1
336,true,19,45800,1,0
337,true,21,45200,2,0
338,false,20,44900,2,0
339,false,30,43900,0,0
340,true,54,35400,0,2
341,false,52,55000,1,2
342,false,23,36800,1,0
343,false,19,42300,1,0
344,false,25,54900,1,0
345,false,28,38600,0,0
346,false,29,53400,2,0
347,false,30,33800,2,0
348,false,39,42600,1,0
349,false,46,47200,0,1
350,true,28,25500,0,0
351,false,33,39700,0,0
352,true,20,42200,0,0
353,false,31,32900,1,0
354,true,34,41800,0,0
355,true,41,36700,0,0
356,false,45,35700,2,1
357,true,30,31600,3,0
358,false,43,41200,2,1
359,true,32,50700,2,0
360,false,30,38900,0,0
361,true,26,33500,3,0
362,false,50,24700,1,2
363,false,42,28800,0,1
364,true,47,22900,0,1
365,true,39,38600,3,0
366,true,40,33800,0,0
367,true,34,46300,2,0
368,false,42,47300,2,0
369,false,40,29700,0,0
370,true,31,14500,0,0
371,true,40,44700,1,0
372,false,19,45800,3,0
373,false,37,33700,1,0
374,false,37,36800,3,0
375,true,34,28700,0,0
376,true,46,38400,1,1
377,false,36,48400,2,0
378,true,32,41200,3,0
379,false,35,44000,1,0
380,false,34,34100,0,0
381,true,27,53000,1,0
382,true,30,40500,0,0
383,true,36,45800,1,0
384,false,31,42700,0,0
385,true,44,44800,6,1
386,true,22,49800,0,0
387,false,26,26700,1,0
388,true,31,41900,1,0
389,false,35,59300,0,0
390,true,23,44400,0,0
391,true,43,46400,2,1
392,true,19,36300,1,0
393,true,43,32700,1,1
394,false,25,28500,2,0
395,false,27,47100,0,0
396,true,27,39400,0,0
397,true,24,47300,3,0
398,false,31,43300,3,0
399,false,30,37700,1,0
400,true,23,30600,0,0
401,true,26,39500,1,0
402,false,18,41400,0,0
403,false,34,40500,0,0
404,false,32,58900,2,0
405,false,46,42900,2,1
406,true,28,17500,2,0
407,true,36,41300,0,0
408,false,34,50300,2,0
409,false,18,36900,0,0
410,false,38,54200,1,0
411,false,32,39700,1,0
412,true,24,32900,1,0
413,true,30,43000,0,0
414,true,45,39700,0,1
415,true,23,52800,2,0
416,true,36,29800,2,0
417,false,25,41700,2,0
418,true,28,36900,0,0
419,true,33,22000,1,0
420,false,30,20000,2,0
421,true,48,13800,2,1
422,true,22,42700,1,0
423,true,30,41400,2,0
424,true,26,45900,1,0
425,false,46,27500,2,1
426,true,30,67700,0,0
427,false,23,36900,1,0
428,false,30,36000,3,0
429,false,29,43100,2,0
430,false,27,36100,1,0
431,true,20,28700,0,0
432,true,39,34900,0,0
433,true,32,44700,4,0
434,true,30,45200,3,0
435,true,32,48100,2,0
436,false,42,28000,0,1
437,false,33,37100,1,0
438,false,28,8900,4,0
439,false,36,36300,1,0
440,true,27,41300,1,0
441,true,25,14600,1,0
442,false,36,56200,1,0
443,true,39,45000,2,0
444,true,34,44600,1,0
445,false,36,26500,2,0
446,true,37,55200,1,0
447,false,33,44300,1,0
448,false,29,47500,3,0
449,true,32,32700,2,0
450,false,38,38800,0,0
451,false,29,46800,0,0
452,false,31,43600,2,0
453,false,34,32800,0,0
454,true,28,43000,4,0
455,false,27,27700,1,0
456,false,30,44500,0,0
457,true,32,49400,1,0
458,true,34,49900,1,0
459,false,26,41400,4,0
460,true,22,50500,2,0
461,true,26,31600,3,0
462,false,42,58400,1,1
463,true,19,46700,3,0
464,false,52,34700,2,2
465,true,43,34400,0,1
466,false,46,49500,0,1
467,false,33,25700,3,0
468,true,26,26500,1,0
469,false,38,49100,2,0
470,false,29,50900,2,0
471,true,35,40100,4,0
472,true,30,28200,0,0
473,true,38,36600,0,0
474,false,22,55900,2,0
475,false,32,61500,2,0
476,true,23,35500,2,0
477,true,32,36900,0,0
478,false,28,36700,1,0
479,true,53,32500,1,2
480,true,41,43200,1,0
481,true,22,45200,0,0
482,false,30,25900,3,0
483,true,37,41200,4,0
484,false,29,9800,2,0
485,true,36,28300,2,0
486,false,19,31100,1,0
487,true,26,41100,0,0
488,false,30,62000,0,0
489,true,24,32900,1,0
490,true,22,32600,1,0
491,false,34,43600,0,0
492,true,24,34600,1,0
493,true,20,37200,0,0
494,true,34,43800,2,0
495,true,38,64800,1,0
496,true,42,42600,4,0
497,true,24,53800,3,0
498,true,33,34700,0,0
499,false,33,24000,2,0
500,true,42,53600,3,0
501,false,18,54800,2,0
502,false,37,59600,2,0
503,true,29,41400,2,0
504,true,28,41100,0,0
505,false,21,35100,5,0
506,false,41,32600,0,0
507,false,25,49100,2,0
508,false,32,34600,1,0
509,true,29,34400,0,0
510,false,29,20200,0,0
511,false,42,34500,4,0
512,false,24,30500,1,0
513,false,31,21700,1,0
514,false,31,37400,2,0
515,true,38,45600,2,0
516,false,31,35500,3,0
517,true,25,32800,3,0
518,true,27,29200,0,0
519,true,33,38100,2,0
520,true,30,35500,0,0
521,false,28,42300,2,0
522,false,26,38500,2,0
523,true,46,20700,1,1
524,true,19,36100,2,0
525,true,22,45200,1,0
526,false,23,32300,1,0
527,false,19,25100,1,0
528,false,21,47900,1,0
529,true,23,50500,1,0
530,true,34,40600,1,0
531,true,36,21200,1,0
532,false,41,36000,1,0
533,true,23,43800,1,0
534,true,21,62100,1,0
535,true,29,38300,0,0
536,false,29,54000,2,0
537,true,25,40700,1,0
538,false,20,38700,1,0
539,false,23,43400,0,0
540,true,31,42600,1,0
541,true,29,38900,1,0
542,true,21,30600,0,0
543,false,21,37700,3,0
544,false,45,29200,1,1
545,false,37,44600,0,0
546,false,32,50700,1,0
547,true,36,24500,1,0
548,true,35,51900,2,0
549,true,33,41500,0,0
550,false,34,41500,2,0
551,false,36,45900,4,0
552,false,22,38500,1,0
553,false,25,47800,1,0
554,true,23,38100,1,0
555,true,30,56100,1,0
556,false,20,40300,1,0
557,true,21,55300,2,0
558,false,32,23100,2,0
559,false,26,55000,5,0
560,true,46,58100,0,1
561,false,26,46500,0,0
562,false,19,42100,1,0
563,false,25,30600,2,0
564,true,27,28900,0,0
565,false,30,39100,0,0
566,true,28,43400,0,0
567,false,21,34300,0,0
568,true,33,58000,2,0
569,true,27,37300,0,0
570,false,49,38700,2,1
571,true,32,39000,4,0
572,false,32,41100,1,0
573,true,43,29600,0,1
574,true,45,27200,1,1
575,false,27,43200,2,0
576,true,23,36400,1,0
577,true,40,30700,3,0
578,false,31,24600,2,0
579,true,34,34900,0,0
580,false,43,53600,1,1
581,false,21,30100,1,0
582,false,23,43600,3,0
583,true,25,54000,1,0
584,false,21,57100,1,0
585,true,43,42300,0,1
586,true,45,54200,0,1
587,true,27,51000,2,0
588,false,33,51700,1,0
589,false,37,33900,2,0
590,true,28,32800,2,0
591,true,23,28800,1,0
592,false,30,50300,0,0
593,false,27,43700,1,0
594,true,20,37900,0,0
595,true,39,40600,0,0
596,false,35,37400,0,0
597,true,29,40300,1,0
598,false,42,60100,0,1
599,true,26,42900,2,0
600,false,20,22200,0,0
601,false,27,32300,0,0
602,true,28,42100,2,0
603,true,27,24400,0,0
604,false,24,26800,3,0
605,true,20,43800,1,0
606,true,31,52000,2,0
607,true,27,49100,1,0
608,true,38,44100,1,0
609,false,25,47700,3,0
610,false,19,45900,1,0
611,true,25,34600,2,0
612,false,22,24900,0,0
613,false,43,32800,2,1
614,true,32,28200,0,0
615,true,25,41000,2,0
616,false,42,28500,2,0
617,true,26,31500,3,0
618,false,39,37600,4,0
619,false,33,47100,0,0
620,true,35,37800,2,0
621,false,19,52700,0,0
622,false,31,43100,0,0
623,true,20,34200,1,0
624,true,41,18700,1,0
625,true,29,44400,2,0
626,false,31,23100,1,0
627,true,31,32500,1,0
628,true,24,56100,2,0
629,true,20,29700,1,0
630,true,26,42000,2,0
631,true,20,19400,2,0
632,true,23,42300,3,0
633,false,30,26300,3,0
634,false,44,48400,3,1
635,true,29,50500,1,0
636,true,27,22600,2,0
637,false,26,36100,1,0
638,true,41,30900,3,0
639,true,26,49600,0,0
640,true,21,40800,1,0
641,false,28,29600,0,0
642,false,55,41600,0,3
643,false,46,56000,1,1
644,true,22,35800,2,0
645,true,20,34300,1,0
646,false,26,44100,0,0
647,true,51,32800,1,2
648,true,33,39500,1,0
649,false,30,22900,0,0
650,true,32,38600,2,0
651,false,26,49300,2,0
652,false,33,40700,4,0
653,false,43,31700,3,1
654,false,31,44600,1,0
655,false,46,30800,0,1
656,false,18,50800,1,0
657,true,19,51100,2,0
658,true,37,53300,0,0
659,true,19,48400,2,0
660,true,30,41800,1,0
661,false,39,49300,0,0
662,true,49,41600,0,2
663,false,19,37400,0,0
664,true,34,46200,2,0
665,true,19,35500,0,0
666,false,30,24100,4,0
667,true,47,54700,0,1
668,false,21,34200,1,0
669,false,25,45900,1,0
670,false,37,44900,1,0
671,true,28,34600,1,0
672,false,26,51200,1,0
673,true,30,30700,1,0
674,false,21,34800,3,0
675,true,43,40800,1,1
676,true,39,35500,2,0
677,true,37,62300,1,0
678,false,37,51400,0,0
679,true,33,40900,1,0
680,true,26,31100,1,0
681,false,37,44100,1,0
682,true,23,38500,2,0
683,true,36,23400,3,0
684,true,24,35300,0,0
685,true,52,55800,1,2
686,true,20,40900,1,0
687,true,25,40300,2,0
688,false,34,42800,0,0
689,false,20,35800,0,0
690,false,22,29000,0,0
691,false,26,50300,1,0
692,true,29,48300,3,0
693,false,25,51600,0,0
694,true,39,34100,1,0
695,true,42,26800,3,0
696,true,20,48800,1,0
697,true,34,30700,0,0
698,false,35,40800,2,0
699,false,32,41900,1,0
700,false,25,18700,0,0
701,false,40,33400,2,0
702,true,44,35700,0,1
703,true,21,21300,1,0
704,true,30,41700,2,0
705,false,37,46300,1,0
706,false,44,30000,1,1
707,true,40,38400,1,0
708,true,23,31700,1,0
709,false,35,28500,0,0
710,false,37,39900,0,0
711,false,28,39100,2,0
712,true,47,36700,1,1
713,true,19,52600,0,0
714,true,39,39500,1,0
715,true,22,46400,1,0
716,false,22,53900,1,0
717,true,44,29900,2,1
718,true,27,48100,3,0
719,true,22,32600,1,0
720,true,41,42100,2,0
721,false,25,28300,0,0
722,false,37,37300,1,0
723,false,25,40200,1,0
724,false,51,41300,1,2
725,true,32,56700,1,0
726,false,29,46900,1,0
727,true,20,5300,1,0
728,true,26,34200,0,0
729,false,40,32500,1,0
730,false,18,40300,0,0
731,false,44,48400,0,1
732,true,19,35600,2,0
733,true,24,41100,2,0
734,true,25,52800,1,0
735,false,36,41400,2,0
736,false,18,54800,1,0
737,false,20,39200,1,0
738,true,27,54900,1,0
739,true,39,57500,0,0
740,false,37,35000,1,0
741,true,30,44800,3,0
742,false,20,21300,1,0
743,false,36,31300,0,0
744,true,33,51800,2,0
745,true,50,51700,1,2
746,false,32,35500,2,0
747,false,21,30900,1,0
748,false,33,41500,1,0
749,true,31,51600,0,0
750,false,19,45000,2,0
751,false,40,53700,0,0
752,false,30,48300,1,0
753,false,41,32100,0,0
754,true,27,21600,1,0
755,false,23,46700,4,0
756,false,39,50000,0,0
757,true,30,43400,0,0
758,true,24,39100,2,0
759,false,20,33800,3,0
760,false,33,42700,3,0
761,true,24,36500,1,0
762,false,24,32000,3,0
763,true,38,51300,1,0
764,true,28,33100,1,0
765,true,30,42100,2,0
766,true,21,31700,2,0
767,true,29,51500,5,0
768,false,20,53800,1,0
769,false,50,16400,2,2
770,true,39,39900,1,0
771,true,47,43400,1,1
772,false,32,15900,1,0
773,true,20,65100,1,0
774,false,21,35300,1,0
775,false,32,38800,2,0
776,true,39,59900,0,0
777,true,22,45900,1,0
778,true,31,38700,1,0
779,false,23,53600,1,0
780,false,24,22600,0,0
781,false,24,60300,0,0
782,true,41,48800,0,0
783,false,25,42100,0,0
784,false,40,39800,1,0
785,false,42,47000,2,0
786,false,20,35800,0,0
787,true,37,51900,1,0
788,true,26,41100,1,0
789,true,30,63200,1,0
790,false,29,40200,0,0
791,true,31,47900,1,0
792,true,34,31700,2,0
793,true,38,38200,1,0
794,false,31,29600,1,0
795,false,26,40800,4,0
796,true,26,51200,1,0
797,true,36,32300,2,0
798,false,26,24500,1,0
799,true,20,48700,0,0
800,false,23,31900,1,0
801,false,41,29200,1,0
802,true,31,26200,2,0
803,true,24,30800,0,0
804,false,29,34100,1,0
805,false,41,61200,1,0
806,false,30,21600,1,0
807,true,45,29800,1,1
808,false,32,52800,0,0
809,false,30,51000,1,0
810,true,29,48500,0,0
811,false,20,35200,0,0
812,false,20,37200,1,0
813,true,37,35400,1,0
814,true,18,35600,0,0
815,false,35,47700,4,0
816,true,37,49600,2,0
817,false,28,33000,0,0
818,false,24,30000,0,0
819,false,22,52700,0,0
820,true,32,48200,0,0
821,false,29,32200,2,0
822,false,24,41500,1,0
823,true,37,30500,3,0
824,true,33,47900,3,0
825,false,22,29100,2,0
826,true,41,51900,0,0
827,true,38,43800,0,0
828,false,31,40900,0,0
829,true,20,37900,1,0
830,false,21,35600,2,0
831,false,23,31500,1,0
832,false,27,40100,1,0
833,false,25,37800,3,0
834,false,19,45800,0,0
835,false,32,50100,3,0
836,true,23,31500,2,0
837,false,23,26300,2,0
838,true,24,35800,2,0
839,true,26,27900,0,0
840,true,42,48800,2,0
841,false,23,27200,0,0
842,true,44,22700,3,1
843,false,20,45000,1,0
844,true,31,37200,1,0
845,false,21,39900,2,0
846,true,20,36400,2,0
847,false,43,28600,0,1
848,true,49,43900,0,2
849,true,32,42800,2,0
850,false,33,43800,0,0
851,false,28,35900,1,0
852,false,19,51700,0,0
853,true,34,35000,1,0
854,false,21,49500,0,0
855,true,22,53400,0,0
856,false,29,26600,0,0
857,false,36,41400,0,0
858,true,23,43400,1,0
859,true,38,48700,0,0
860,true,49,37500,0,2
861,false,45,44300,2,1
862,false,39,29600,1,0
863,true,36,34600,1,0
864,true,42,23500,1,1
865,true,20,36900,2,0
866,true,19,45000,2,0
867,false,41,23700,0,0
868,false,20,40700,1,0
869,false,36,46900,2,0
870,true,24,33100,1,0
871,true,29,35200,1,0
872,false,36,23500,3,0
873,false,23,32200,3,0
874,true,32,34400,2,0
875,false,26,42400,1,0
876,true,34,19600,3,0
877,true,38,42700,1,0
878,false,20,47200,1,0
879,true,32,17800,2,0
880,false,32,31100,1,0
881,true,26,47100,1,0
882,false,25,44600,2,0
883,false,33,34200,2,0
884,false,21,39400,1,0
885,true,38,36500,2,0
886,true,20,42700,2,0
887,false,18,46900,1,0
888,true,19,35500,0,0
889,false,35,46300,2,0
890,true,33,28000,2,0
891,true,41,49100,2,0
892,true,39,44900,1,0
893,true,27,42800,2,0
894,false,40,54900,4,0
895,false,40,28100,0,0
896,true,33,40300,2,0
897,true,25,33400,1,0
898,false,26,55900,1,0
899,true,32,50600,2,0
900,false,36,34600,3,0
901,false,18,38600,2,0
902,true,34,34400,1,0
903,false,19,42200,2,0
904,true,28,45300,1,0
905,false,41,32500,0,0
906,true,44,32100,1,1
907,false,27,48100,0,0
908,false,19,37800,2,0
909,false,23,45900,1,0
910,true,36,32300,0,0
911,true,23,35600,0,0
912,false,30,32200,0,0
913,true,50,45400,0,2
914,true,39,38500,1,0
915,false,22,31500,3,0
916,false,36,57900,3,0
917,true,41,55100,1,0
918,false,24,35300,2,0
919,true,31,47400,0,0
920,false,20,34300,1,0
921,true,34,22500,0,0
922,true,20,38600,0,0
923,false,39,45800,1,0
924,true,41,32300,2,0
925,false,31,49000,0,0
926,true,22,48300,1,0
927,true,32,43200,1,0
928,true,21,44700,1,0
929,true,21,30900,2,0
930,true,20,35900,1,0
931,false,29,22100,2,0
932,false,40,51600,0,0
933,false,26,44000,2,0
934,false,25,40400,3,0
935,false,21,38900,0,0
936,true,28,45300,0,0
937,true,45,34400,3,1
938,true,25,43300,2,0
939,false,40,49100,0,0
940,true,35,36100,2,0
941,true,23,34600,0,0
942,true,20,48000,1,0
943,false,35,26500,0,0
944,false,40,62100,1,0
945,false,50,37900,0,2
946,false,26,34300,1,0
947,true,28,39500,0,0
948,true,37,31200,2,0
949,false,19,40400,2,0
950,false,28,35600,1,0
951,false,36,30300,0,0
952,true,39,37500,2,0
953,false,23,49900,1,0
954,true,18,38800,1,0
955,true,46,40200,3,1
956,true,28,39700,0,0
957,true,32,23400,0,0
958,false,27,42300,2,0
959,true,19,42100,0,0
960,true,29,50700,2,0
961,true,41,42100,0,0
962,false,21,42000,1,0
963,false,24,58300,1,0
964,true,20,64100,0,0
965,false,37,46700,2,0
966,true,28,25000,3,0
967,true,20,44500,0,0
968,true,27,60400,1,0
969,false,41,48300,1,0
970,true,37,34500,1,0
971,false,43,45300,1,1
972,false,30,59100,1,0
973,true,32,35400,2,0
974,false,21,46300,2,0
975,false,20,26000,0,0
976,false,28,35200,1,0
977,true,30,37000,3,0
978,true,20,38500,1,0
979,false,31,33900,0,0
980,false,45,39900,0,1
981,false,35,41500,3,0
982,true,27,39900,0,0
983,true,51,29000,2,2
984,true,42,43300,1,1
985,true,28,62400,1,0
986,false,37,23200,0,0
987,false,34,44600,1,0
988,false,26,41000,0,0
989,true,33,29500,2,0
990,false,29,48400,1,0
991,false,28,27500,1,0
992,false,22,39700,1,0
993,false,29,35500,1,0
994,true,19,31900,1,0
995,true,21,20700,2,0
996,false,28,39700,0,0
997,true,31,25800,1,0
998,true,39,28500,4,0
999,false,41,33500,1,0
1000,false,27,25400,2,0
1001,true,41,42600,1,0
1002,true,32,29700,2,0
1003,true,34,26900,0,0
1004,true,25,28800,1,0
1005,true,29,42400,0,0
1006,true,34,21500,1,0
1007,false,27,54200,1,0
1008,true,19,57200,2,0
1009,true,37,52200,1,0
1010,true,27,48900,2,0
1011,false,36,28000,1,0
1012,true,26,34900,5,0
1013,true,22,40000,1,0
1014,true,43,45000,1,1
1015,false,38,43300,1,0
1016,false,29,38300,0,0
1017,true,27,46600,0,0
1018,true,23,38900,5,0
1019,true,28,52200,2,0
1020,true,42,39600,2,0
1021,true,36,32700,2,0
1022,true,39,50300,2,0
1023,false,21,45800,0,0
1024,false,46,32800,1,1
1025,true,24,57300,1,0
1026,true,29,43200,2,0
1027,false,34,39800,2,0
1028,false,37,59900,1,0
1029,true,23,38800,3,0
1030,false,25,55900,1,0
1031,false,20,46100,1,0
1032,true,22,50100,1,0
1033,true,30,55800,0,0
1034,true,33,49500,1,0
1035,false,25,19300,3,0
1036,true,32,43500,1,0
1037,true,20,18900,1,0
1038,true,52,31400,1,2
1039,true,21,61500,1,0
1040,true,24,39900,1,0
1041,true,44,27900,1,1
1042,true,28,46500,2,0
1043,false,33,59300,2,0
1044,true,39,28400,0,0
1045,false,35,36100,2,0
1046,true,48,44000,2,1
1047,true,23,31300,1,0
1048,false,36,29400,0,0
1049,true,35,39000,0,0
1050,true,23,33100,1,0
1051,true,24,17600,1,0
1052,true,45,38300,2,1
1053,false,29,40100,0,0
1054,false,20,13900,0,0
1055,true,54,50900,0,2
1056,true,30,37300,2,0
1057,true,25,46700,3,0
1058,true,49,46300,3,1
1059,false,22,34100,1,0
1060,true,22,38900,1,0
1061,true,42,43700,3,0
1062,false,29,38400,0,0
1063,true,55,52400,0,3
1064,false,46,26600,1,1
1065,false,27,44400,2,0
1066,false,35,53700,0,0
1067,true,27,57300,0,0
